Date_dd_mm_yyyy,Distance_mm,Height_cm
05032021,215.06,7.515
05032021,215.245,7.515
05032021,215.435,7.515
05032021,215.62,7.515
05032021,215.81,7.515
05032021,216,7.517
05032021,216.185,7.52
05032021,216.375,7.518
05032021,216.56,7.516
05032021,216.75,7.52
05032021,216.94,7.518
05032021,217.125,7.516
05032021,217.315,7.52
05032021,217.5,7.52
05032021,217.69,7.519
05032021,217.88,7.517
05032021,218.065,7.52
05032021,218.255,7.52
05032021,218.44,7.521
05032021,218.63,7.523
05032021,218.82,7.518
05032021,219.005,7.515
05032021,219.195,7.516
05032021,219.38,7.52
05032021,219.57,7.521
05032021,219.76,7.523
05032021,219.945,7.52
05032021,220.135,7.52
05032021,220.32,7.52
05032021,220.51,7.52
05032021,220.7,7.52
05032021,220.885,7.52
05032021,221.075,7.52
05032021,221.26,7.521
05032021,221.45,7.523
05032021,221.64,7.52
05032021,221.825,7.521
05032021,222.015,7.523
05032021,222.2,7.52
05032021,222.39,7.52
05032021,222.58,7.52
05032021,222.765,7.52
05032021,222.955,7.521
05032021,223.14,7.523
05032021,223.33,7.52
05032021,223.52,7.521
05032021,223.705,7.524
05032021,223.895,7.524
05032021,224.08,7.524
05032021,224.27,7.524
05032021,224.46,7.524
05032021,224.645,7.526
05032021,224.835,7.526
05032021,225.02,7.52
05032021,225.21,7.52
05032021,225.4,7.521
05032021,225.585,7.524
05032021,225.775,7.524
05032021,225.96,7.524
05032021,226.15,7.526
05032021,226.34,7.528
05032021,226.525,7.524
05032021,226.715,7.524
05032021,226.9,7.524
05032021,227.09,7.524
05032021,227.28,7.524
05032021,227.465,7.524
05032021,227.655,7.524
05032021,227.84,7.524
05032021,228.03,7.524
05032021,228.22,7.524
05032021,228.405,7.524
05032021,228.595,7.524
05032021,228.78,7.524
05032021,228.97,7.524
05032021,229.16,7.524
05032021,229.345,7.524
05032021,229.535,7.526
05032021,229.72,7.527
05032021,229.91,7.529
05032021,230.1,7.529
05032021,230.285,7.524
05032021,230.475,7.524
05032021,230.66,7.524
05032021,230.85,7.524
05032021,231.04,7.527
05032021,231.225,7.527
05032021,231.415,7.524
05032021,231.6,7.524
05032021,231.79,7.526
05032021,231.98,7.529
05032021,232.165,7.527
05032021,232.355,7.524
05032021,232.54,7.524
05032021,232.73,7.524
05032021,232.92,7.526
05032021,233.105,7.529
05032021,233.295,7.529
05032021,233.48,7.529
05032021,233.67,7.529
05032021,233.86,7.531
05032021,234.045,7.534
05032021,234.235,7.536
05032021,234.42,7.537
05032021,234.61,7.534
05032021,234.8,7.534
05032021,234.985,7.534
05032021,235.175,7.534
05032021,235.36,7.534
05032021,235.55,7.536
05032021,235.74,7.539
05032021,235.925,7.539
05032021,236.115,7.539
05032021,236.3,7.539
05032021,236.49,7.539
05032021,236.68,7.541
05032021,236.865,7.543
05032021,237.055,7.541
05032021,237.24,7.546
05032021,237.43,7.547
05032021,237.62,7.544
05032021,237.805,7.544
05032021,237.995,7.544
05032021,238.18,7.544
05032021,238.37,7.545
05032021,238.56,7.551
05032021,238.745,7.554
05032021,238.935,7.556
05032021,239.12,7.559
05032021,239.31,7.559
05032021,239.5,7.559
05032021,239.685,7.559
05032021,239.875,7.559
05032021,240.06,7.559
05032021,240.25,7.561
05032021,240.44,7.563
05032021,240.625,7.568
05032021,240.815,7.573
05032021,241,7.573
05032021,241.19,7.575
05032021,241.38,7.578
05032021,241.565,7.58
05032021,241.755,7.583
05032021,241.94,7.583
05032021,242.13,7.583
05032021,242.32,7.585
05032021,242.505,7.586
05032021,242.695,7.583
05032021,242.88,7.583
05032021,243.07,7.583
05032021,243.26,7.585
05032021,243.445,7.588
05032021,243.635,7.588
05032021,243.82,7.588
05032021,244.01,7.586
05032021,244.2,7.583
05032021,244.385,7.583
05032021,244.575,7.583
05032021,244.76,7.583
05032021,244.95,7.583
05032021,245.14,7.581
05032021,245.325,7.578
05032021,245.515,7.578
05032021,245.7,7.576
05032021,245.89,7.571
05032021,246.08,7.568
05032021,246.265,7.568
05032021,246.455,7.568
05032021,246.64,7.568
05032021,246.83,7.571
05032021,247.02,7.573
05032021,247.205,7.573
05032021,247.395,7.572
05032021,247.58,7.567
05032021,247.77,7.566
05032021,247.96,7.568
05032021,248.145,7.565
05032021,248.335,7.559
05032021,248.52,7.559
05032021,248.71,7.559
05032021,248.9,7.559
05032021,249.085,7.559
05032021,249.275,7.559
05032021,249.46,7.556
05032021,249.65,7.554
05032021,249.84,7.554
05032021,250.025,7.554
05032021,250.215,7.551
05032021,250.4,7.549
05032021,250.59,7.549
05032021,250.78,7.549
05032021,250.965,7.546
05032021,251.155,7.544
05032021,251.34,7.544
05032021,251.53,7.544
05032021,251.72,7.544
05032021,251.905,7.542
05032021,252.095,7.539
05032021,252.28,7.539
05032021,252.47,7.539
05032021,252.66,7.539
05032021,252.845,7.539
05032021,253.035,7.539
05032021,253.22,7.537
05032021,253.41,7.537
05032021,253.6,7.539
05032021,253.785,7.539
05032021,253.975,7.539
05032021,254.16,7.539
05032021,254.35,7.539
05032021,254.54,7.539
05032021,254.725,7.539
05032021,254.915,7.539
05032021,255.1,7.539
05032021,255.29,7.542
05032021,255.48,7.544
05032021,255.665,7.544
05032021,255.855,7.546
05032021,256.04,7.546
05032021,256.23,7.544
05032021,256.42,7.544
05032021,256.605,7.544
05032021,256.795,7.541
05032021,256.98,7.542
05032021,257.17,7.544
05032021,257.36,7.544
05032021,257.545,7.544
05032021,257.735,7.544
05032021,257.92,7.544
05032021,258.11,7.544
05032021,258.3,7.544
05032021,258.485,7.544
05032021,258.675,7.544
05032021,258.86,7.546
05032021,259.05,7.549
05032021,259.24,7.546
05032021,259.425,7.544
05032021,259.615,7.544
05032021,259.8,7.544
05032021,259.99,7.544
05032021,260.18,7.546
05032021,260.365,7.546
05032021,260.555,7.549
05032021,260.74,7.551
05032021,260.93,7.549
05032021,261.12,7.549
05032021,261.305,7.549
05032021,261.495,7.551
05032021,261.68,7.549
05032021,261.87,7.548
05032021,262.06,7.552
05032021,262.245,7.549
05032021,262.435,7.549
05032021,262.62,7.549
05032021,262.81,7.551
05032021,263,7.551
05032021,263.185,7.549
05032021,263.375,7.549
05032021,263.56,7.549
05032021,263.75,7.551
05032021,263.94,7.554
05032021,264.125,7.554
05032021,264.315,7.554
05032021,264.5,7.554
05032021,264.69,7.554
05032021,264.88,7.551
05032021,265.065,7.551
05032021,265.255,7.554
05032021,265.44,7.554
05032021,265.63,7.554
05032021,265.82,7.554
05032021,266.005,7.554
05032021,266.195,7.554
05032021,266.38,7.554
05032021,266.57,7.554
05032021,266.76,7.554
05032021,266.945,7.554
05032021,267.135,7.554
05032021,267.32,7.554
05032021,267.51,7.554
05032021,267.7,7.556
05032021,267.885,7.556
05032021,268.075,7.554
05032021,268.26,7.554
05032021,268.45,7.554
05032021,268.64,7.552
05032021,268.825,7.551
05032021,269.015,7.554
05032021,269.2,7.554
05032021,269.39,7.554
05032021,269.58,7.554
05032021,269.765,7.556
05032021,269.955,7.559
05032021,270.14,7.561
05032021,270.33,7.563
05032021,270.52,7.566
05032021,270.705,7.571
05032021,270.895,7.576
05032021,271.08,7.575
05032021,271.27,7.578
05032021,271.46,7.583
05032021,271.645,7.591
05032021,271.835,7.598
05032021,272.02,7.6
05032021,272.21,7.605
05032021,272.4,7.607
05032021,272.585,7.607
05032021,272.775,7.607
05032021,272.96,7.605
05032021,273.15,7.605
05032021,273.34,7.61
05032021,273.525,7.61
05032021,273.715,7.61
05032021,273.9,7.612
05032021,274.09,7.609
05032021,274.28,7.607
05032021,274.465,7.607
05032021,274.655,7.607
05032021,274.84,7.604
05032021,275.03,7.603
05032021,275.22,7.605
05032021,275.405,7.607
05032021,275.595,7.607
05032021,275.78,7.604
05032021,275.97,7.6
05032021,276.16,7.595
05032021,276.345,7.593
05032021,276.535,7.593
05032021,276.72,7.593
05032021,276.91,7.596
05032021,277.1,7.595
05032021,277.285,7.593
05032021,277.475,7.593
05032021,277.66,7.593
05032021,277.85,7.593
05032021,278.04,7.593
05032021,278.225,7.596
05032021,278.415,7.598
05032021,278.6,7.603
05032021,278.79,7.604
05032021,278.98,7.603
05032021,279.165,7.603
05032021,279.355,7.605
05032021,279.54,7.607
05032021,279.73,7.61
05032021,279.92,7.612
05032021,280.105,7.612
05032021,280.295,7.615
05032021,280.48,7.617
05032021,280.67,7.617
05032021,280.86,7.62
05032021,281.045,7.619
05032021,281.235,7.617
05032021,281.42,7.617
05032021,281.61,7.62
05032021,281.8,7.622
05032021,281.985,7.622
05032021,282.175,7.622
05032021,282.36,7.622
05032021,282.55,7.622
05032021,282.74,7.619
05032021,282.925,7.62
05032021,283.115,7.622
05032021,283.3,7.622
05032021,283.49,7.622
05032021,283.68,7.625
05032021,283.865,7.627
05032021,284.055,7.633
05032021,284.24,7.637
05032021,284.43,7.637
05032021,284.62,7.637
05032021,284.805,7.637
05032021,284.995,7.632
05032021,285.18,7.627
05032021,285.37,7.624
05032021,285.56,7.622
05032021,285.745,7.622
05032021,285.935,7.622
05032021,286.12,7.622
05032021,286.31,7.622
05032021,286.5,7.619
05032021,286.685,7.614
05032021,286.875,7.61
05032021,287.06,7.605
05032021,287.25,7.597
05032021,287.44,7.59
05032021,287.625,7.591
05032021,287.815,7.59
05032021,288,7.591
05032021,288.19,7.59
05032021,288.38,7.588
05032021,288.565,7.585
05032021,288.755,7.58
05032021,288.94,7.578
05032021,289.13,7.575
05032021,289.32,7.573
05032021,289.505,7.573
05032021,289.695,7.573
05032021,289.88,7.573
05032021,290.07,7.573
05032021,290.26,7.573
05032021,290.445,7.57
05032021,290.635,7.572
05032021,290.82,7.573
05032021,291.01,7.57
05032021,291.2,7.568
05032021,291.385,7.572
05032021,291.575,7.571
05032021,291.76,7.568
05032021,291.95,7.571
05032021,292.14,7.573
05032021,292.325,7.573
05032021,292.515,7.573
05032021,292.7,7.573
05032021,292.89,7.573
05032021,293.08,7.573
05032021,293.265,7.573
05032021,293.455,7.576
05032021,293.64,7.578
05032021,293.83,7.575
05032021,294.02,7.573
05032021,294.205,7.573
05032021,294.395,7.577
05032021,294.58,7.578
05032021,294.77,7.578
05032021,294.96,7.574
05032021,295.145,7.576
05032021,295.335,7.578
05032021,295.52,7.578
05032021,295.71,7.575
05032021,295.9,7.576
05032021,296.085,7.578
05032021,296.275,7.578
05032021,296.46,7.578
05032021,296.65,7.578
05032021,296.84,7.578
05032021,297.025,7.578
05032021,297.215,7.581
05032021,297.4,7.58
05032021,297.59,7.582
05032021,297.78,7.58
05032021,297.965,7.578
05032021,298.155,7.578
05032021,298.34,7.578
05032021,298.53,7.578
05032021,298.72,7.578
05032021,298.905,7.578
05032021,299.095,7.578
05032021,299.28,7.575
05032021,299.47,7.576
05032021,299.66,7.578
05032021,299.845,7.578
05032021,300.035,7.582
05032021,300.22,7.583
05032021,300.41,7.586
05032021,300.6,7.585
05032021,300.785,7.583
05032021,300.975,7.583
05032021,301.16,7.583
05032021,301.35,7.58
05032021,301.54,7.578
05032021,301.725,7.581
05032021,301.915,7.58
05032021,302.1,7.578
05032021,302.29,7.581
05032021,302.48,7.583
05032021,302.665,7.581
05032021,302.855,7.581
05032021,303.04,7.583
05032021,303.23,7.583
05032021,303.42,7.583
05032021,303.605,7.583
05032021,303.795,7.583
05032021,303.98,7.583
05032021,304.17,7.583
05032021,304.36,7.583
05032021,304.545,7.583
05032021,304.735,7.579
05032021,304.92,7.578
05032021,305.11,7.581
05032021,305.3,7.583
05032021,305.485,7.586
05032021,305.675,7.585
05032021,305.86,7.583
05032021,306.05,7.59
05032021,306.24,7.583
05032021,306.425,7.582
05032021,306.615,7.583
05032021,306.8,7.583
05032021,306.99,7.586
05032021,307.18,7.588
05032021,307.365,7.588
05032021,307.555,7.588
05032021,307.74,7.588
05032021,307.93,7.588
05032021,308.12,7.585
05032021,308.305,7.586
05032021,308.495,7.588
05032021,308.68,7.588
05032021,308.87,7.588
05032021,309.06,7.588
05032021,309.245,7.588
05032021,309.435,7.588
05032021,309.62,7.591
05032021,309.81,7.593
05032021,310,7.593
05032021,310.185,7.593
05032021,310.375,7.593
05032021,310.56,7.593
05032021,310.75,7.596
05032021,310.94,7.598
05032021,311.125,7.591
05032021,311.315,7.588
05032021,311.5,7.588
05032021,311.69,7.592
05032021,311.88,7.596
05032021,312.065,7.601
05032021,312.255,7.603
05032021,312.44,7.599
05032021,312.63,7.605
05032021,312.82,7.607
05032021,313.005,7.611
05032021,313.195,7.616
05032021,313.38,7.624
05032021,313.57,7.627
05032021,313.76,7.627
05032021,313.945,7.631
05032021,314.135,7.635
05032021,314.32,7.637
05032021,314.51,7.637
05032021,314.7,7.637
05032021,314.885,7.641
05032021,315.075,7.638
05032021,315.26,7.637
05032021,315.45,7.637
05032021,315.64,7.633
05032021,315.825,7.629
05032021,316.015,7.627
05032021,316.2,7.627
05032021,316.39,7.627
05032021,316.58,7.623
05032021,316.765,7.619
05032021,316.955,7.621
05032021,317.14,7.622
05032021,317.33,7.614
05032021,317.52,7.612
05032021,317.705,7.615
05032021,317.895,7.614
05032021,318.08,7.612
05032021,318.27,7.616
05032021,318.46,7.617
05032021,318.645,7.617
05032021,318.835,7.617
05032021,319.02,7.617
05032021,319.21,7.617
05032021,319.4,7.614
05032021,319.585,7.612
05032021,319.775,7.612
05032021,319.96,7.616
05032021,320.15,7.617
05032021,320.34,7.621
05032021,320.525,7.622
05032021,320.715,7.63
05032021,320.9,7.629
05032021,321.09,7.631
05032021,321.28,7.635
05032021,321.465,7.637
05032021,321.655,7.637
05032021,321.84,7.637
05032021,322.03,7.637
05032021,322.22,7.637
05032021,322.405,7.64
05032021,322.595,7.638
05032021,322.78,7.637
05032021,322.97,7.629
05032021,323.16,7.634
05032021,323.345,7.641
05032021,323.535,7.642
05032021,323.72,7.645
05032021,323.91,7.646
05032021,324.1,7.646
05032021,324.285,7.643
05032021,324.475,7.642
05032021,324.66,7.638
05032021,324.85,7.637
05032021,325.04,7.641
05032021,325.225,7.634
05032021,325.415,7.628
05032021,325.6,7.627
05032021,325.79,7.627
05032021,325.98,7.627
05032021,326.165,7.623
05032021,326.355,7.626
05032021,326.54,7.627
05032021,326.73,7.63
05032021,326.92,7.629
05032021,327.105,7.627
05032021,327.295,7.631
05032021,327.48,7.628
05032021,327.67,7.623
05032021,327.86,7.626
05032021,328.045,7.631
05032021,328.235,7.628
05032021,328.42,7.627
05032021,328.61,7.627
05032021,328.8,7.627
05032021,328.985,7.627
05032021,329.175,7.627
05032021,329.36,7.627
05032021,329.55,7.619
05032021,329.74,7.617
05032021,329.925,7.617
05032021,330.115,7.617
05032021,330.3,7.613
05032021,330.49,7.616
05032021,330.68,7.617
05032021,330.865,7.617
05032021,331.055,7.617
05032021,331.24,7.617
05032021,331.43,7.617
05032021,331.62,7.617
05032021,331.805,7.614
05032021,331.995,7.612
05032021,332.18,7.612
05032021,332.37,7.612
05032021,332.56,7.612
05032021,332.745,7.612
05032021,332.935,7.616
05032021,333.12,7.617
05032021,333.31,7.613
05032021,333.5,7.617
05032021,333.685,7.617
05032021,333.875,7.617
05032021,334.06,7.617
05032021,334.25,7.617
05032021,334.44,7.617
05032021,334.625,7.617
05032021,334.815,7.617
05032021,335,7.621
05032021,335.19,7.622
05032021,335.38,7.618
05032021,335.565,7.617
05032021,335.755,7.617
05032021,335.94,7.617
05032021,336.13,7.621
05032021,336.32,7.618
05032021,336.505,7.617
05032021,336.695,7.617
05032021,336.88,7.617
05032021,337.07,7.614
05032021,337.26,7.612
05032021,337.445,7.616
05032021,337.635,7.613
05032021,337.82,7.612
05032021,338.01,7.617
05032021,338.2,7.617
05032021,338.385,7.617
05032021,338.575,7.617
05032021,338.76,7.617
05032021,338.95,7.617
05032021,339.14,7.617
05032021,339.325,7.617
05032021,339.515,7.613
05032021,339.7,7.616
05032021,339.89,7.617
05032021,340.08,7.617
05032021,340.265,7.617
05032021,340.455,7.617
05032021,340.64,7.617
05032021,340.83,7.617
05032021,341.02,7.617
05032021,341.205,7.617
05032021,341.395,7.617
05032021,341.58,7.617
05032021,341.77,7.617
05032021,341.96,7.617
05032021,342.145,7.617
05032021,342.335,7.617
05032021,342.52,7.621
05032021,342.71,7.618
05032021,342.9,7.617
05032021,343.085,7.617
05032021,343.275,7.625
05032021,343.46,7.618
05032021,343.65,7.621
05032021,343.84,7.627
05032021,344.025,7.627
05032021,344.215,7.623
05032021,344.4,7.622
05032021,344.59,7.622
05032021,344.78,7.622
05032021,344.965,7.622
05032021,345.155,7.626
05032021,345.34,7.622
05032021,345.53,7.618
05032021,345.72,7.622
05032021,345.905,7.622
05032021,346.095,7.625
05032021,346.28,7.623
05032021,346.47,7.626
05032021,346.66,7.627
05032021,346.845,7.632
05032021,347.035,7.628
05032021,347.22,7.627
05032021,347.41,7.627
05032021,347.6,7.631
05032021,347.785,7.624
05032021,347.975,7.627
05032021,348.16,7.631
05032021,348.35,7.636
05032021,348.54,7.64
05032021,348.725,7.646
05032021,348.915,7.646
05032021,349.1,7.655
05032021,349.29,7.656
05032021,349.48,7.665
05032021,349.665,7.674
05032021,349.855,7.68
05032021,350.04,7.673
05032021,350.23,7.663
05032021,350.42,7.657
05032021,350.605,7.66
05032021,350.795,7.661
05032021,350.98,7.665
05032021,351.17,7.674
05032021,351.36,7.68
05032021,351.545,7.681
05032021,351.735,7.677
05032021,351.92,7.671
05032021,352.11,7.671
05032021,352.3,7.671
05032021,352.485,7.675
05032021,352.675,7.676
05032021,352.86,7.676
05032021,353.05,7.68
05032021,353.24,7.685
05032021,353.425,7.686
05032021,353.615,7.689
05032021,353.8,7.687
05032021,353.99,7.689
05032021,354.18,7.699
05032021,354.365,7.696
05032021,354.555,7.692
05032021,354.74,7.686
05032021,354.93,7.686
05032021,355.12,7.686
05032021,355.305,7.682
05032021,355.495,7.685
05032021,355.68,7.686
05032021,355.87,7.686
05032021,356.06,7.686
05032021,356.245,7.69
05032021,356.435,7.694
05032021,356.62,7.691
05032021,356.81,7.69
05032021,357,7.69
05032021,357.185,7.69
05032021,357.375,7.695
05032021,357.56,7.695
05032021,357.75,7.691
05032021,357.94,7.69
05032021,358.125,7.69
05032021,358.315,7.695
05032021,358.5,7.695
05032021,358.69,7.7
05032021,358.88,7.696
05032021,359.065,7.695
05032021,359.255,7.704
05032021,359.44,7.701
05032021,359.63,7.705
05032021,359.82,7.705
05032021,360.005,7.71
05032021,360.195,7.71
05032021,360.38,7.71
05032021,360.57,7.714
05032021,360.76,7.715
05032021,360.945,7.715
05032021,361.135,7.715
05032021,361.32,7.715
05032021,361.51,7.71
05032021,361.7,7.71
05032021,361.885,7.71
05032021,362.075,7.706
05032021,362.26,7.705
05032021,362.45,7.701
05032021,362.64,7.7
05032021,362.825,7.696
05032021,363.015,7.69
05032021,363.2,7.686
05032021,363.39,7.681
05032021,363.58,7.677
05032021,363.765,7.671
05032021,363.955,7.667
05032021,364.14,7.661
05032021,364.33,7.661
05032021,364.52,7.661
05032021,364.705,7.657
05032021,364.895,7.656
05032021,365.08,7.656
05032021,365.27,7.656
05032021,365.46,7.656
05032021,365.645,7.656
05032021,365.835,7.656
05032021,366.02,7.652
05032021,366.21,7.656
05032021,366.4,7.661
05032021,366.585,7.665
05032021,366.775,7.661
05032021,366.96,7.657
05032021,367.15,7.656
05032021,367.34,7.656
05032021,367.525,7.651
05032021,367.715,7.66
05032021,367.9,7.661
05032021,368.09,7.661
05032021,368.28,7.661
05032021,368.465,7.661
